Text	Predicted Label Correct Label
" wenn die leitungsgruppe nicht in allen fragen einig ist, kann das vorhaben durch ungenaue oder fehlende unterstutzung der verantwortlichen scheitern. die schlusselpersonen sind diejenigen, die die umsetzung des demografieprogramms leiten und auf einer reihe von ebenen dieses programm durchfuhren. die schlusselpersonen sind oft die entscheidungstrager, die fur die umsetzung der demografieprogramme zustandig sind. die treiber sind die personen, die das programm aktiv vorantreiben und beeinflussen. sie mussen die verantwortlichen dafur gewinnen, dass sie die entsprechenden maßnahmen im unternehmen vorantreiben. diese personengruppe ist oft von den schlusselpersonen bestimmt. " [SEP]	1	1
" im rahmen dieser arbeit wurde eine weiterentwicklung der software schur fur die simulation von nichtlinearen prozessen vorgestellt. die software schur wurde zur simulation von nichtlinearen prozessen entworfen und kann neben der simulation mit storgroßen und storeffekten auch mit funktionsgroßen eingesetzt werden. der schwerpunkt dieser arbeit liegt auf der funktionsgroßen - simulation. " [SEP]	1	1
" im zentrum stehen dabei die auswirkungen der fiskalpolitik auf die staatsfinanzen. ausgehend von den unterschiedlichen theorien der vergleichenden policy - forschung werden in dem beitrag die wichtigsten bestimmungsgrunde der staatsfinanzen diskutiert. der beitrag beschaftigt sich dabei mit den staatseinnahmen, den staatsausgaben, der staatsverschuldung sowie der haushaltskonsolidierung. im zentrum stehen dabei die auswirkungen der fiskalpolitik auf die staatsfinanzen. " [SEP]	1	1
" wie gelingt es, in einer gesellschaft, die, wie das wort italien selbst besagt, sich » zusammenfassen « soll, eine fuhrung zu errichten, die die politische macht monopolisiert? wie lost sich der staat aus der gemeinschaft und wann und wie lasst sich dieser staat wieder von ihr losen? wie gelingt es, eine armee aufzustellen, die dem staat dient, und wie kann sie sich vom staat losen? wie gelingt es, eine nation zu bilden, die aus einer vielzahl von gemeinschaften besteht, und wie lost sich diese nation wieder von den gemeinschaften? " [SEP]	1	1
" auf diese weise werden alle zeilen mit einem negativen faktor ausgeglichen. das gaußsche eliminationsverfahren wird daher als ' addition der resultate ' bezeichnet. die reihenfolge der gleichungen kann hierbei ausschlaggebend sein. " [SEP]	1	1
" demgemaß sei die welt fur den menschen durch die vorstellung als solche bestimmt, wodurch der wille als solches den zugang zur welt verwehrt bleibe. die welt sei somit fur den menschen in wirklichkeit und in erscheinung verschieden, und somit sei die menschliche erkenntnis nur eine art menschliche fantasie. # # # die erkenntnis der welt der wille, der ein einziges vermogen des menschen sei, bestehe demnach aus dem prinzip des begehrens und der absicht, dasjenige zu sein, was man sein will. " [SEP]	1	1
" die methode, die als „ einzelpersonen - beratung “ bezeichnet wird, stellt eine methode des beruflichen lernens und der beruflichen entwicklung dar. " [SEP]	1	1
" allerdings ist es naturlich nicht immer so, dass die losung des problems durch das hilfesystem oder den support ermittelt werden kann. " [SEP]	1	1
" sie konnen diese haltungen anhand des yoga - yoga - lehrbuchs erlernen, und sie konnen sich das yoga - buch lesen. sie konnen auch einfach am besten die ubungen im yoga - zimmer anwenden. sie konnen die ubungen mit ihren handen und ihren augen, ihren fußen und ihren beinen, ihrem korper und ihrem geist, ihrem herzen und ihrem geist tun. wenn sie diese ubungen mit ihrer wahrnehmung, mit ihren sinnen und ihrem geist tun, wird es eine lange zeit dauern, bis sie enden. wenn sie aber denken, dass sie ihre aufmerksamkeit auf die nachste atemzahlung konzentrieren mussen, um diese ubungen richtig zu machen, dann wird es nicht so lange dauern, bis sie fertig sind. " [SEP]	1	1
" die ruckversicherungsleistung ist in der regel das verhaltnis zwischen den schadenleistungen und dem ruckversicherungsbeitrag ( ruckversicherungsbeitrag = originalbeitrag × ruckversicherungsanteil ). daher ist auch das verhaltnis zwischen ruckversicherungsbeitrag und ruckversicherungsleistung konstant. die hohe des ruckversicherungsbeitrags ergibt sich aus der hohe des originalbeitrags und dem ruckversicherungsanteil. hier wird der ruckversicherungsanteil in einem tarifvertrag festgelegt. dies kann auch anhand eines anteilsvertrags erfolgen. bei einer proportionalen ruckversicherung ist die hohe des ruckversicherungsbeitrags konstant. fur ruckversicherungsfalle, die sich nach der ruckversicherungsabschlusszeit ereignen, ist der ruckversicherungsbeitrag haufig an die gesamtschadenleistung des ruckversicherungsfalls gebunden. " [SEP]	1	1
" einerseits werden die traditionellen ordnungsphilosophien ( confucianismus, legalismus, taoismus und buddhismus ) in den verschiedenen kontexten ( dem staat, der wirtschaft, der familie, der gesellschaft ) rekonstruiert, andererseits werden die traditionellen konzepte im lichte der heutigen wahrnehmungen und entwicklungen neu aufgeladen. die vortrage des symposiums wurden im rahmen des dfg - geforderten projektes \ \ \ " der begriff der nation in ostasien und europa \ \ \ " erarbeitet. dr. martin gieselmann ( philipps - universitat marburg ) the imperial mission of the taoist god of war the god of war is one of the most prominent and popular deities in chinese folk religion. the most well - known taoist god of war is guandi, who was originally a general and the first minister of the state of qi during the warring states period ( 475 - 221 bce ). " [SEP]	1	1
" die photometrie bildet die grundlage fur alle weiteren messungen in der lichttechnik. sie ist erforderlich, wenn beispielsweise die lichtstarke eines lichtquells bestimmt werden soll. die photometrie kann unterteilt werden in die praktische photometrie und die theoretische photometrie. " [SEP]	1	1
" dieser beitrag untersucht, wie open science als wissensproduktionsmodell auf institutionelle und strukturelle widerspruche trifft, die in der digitalen transformation von wissenschaft konvergieren. dieser widerspruch zeigt sich unter anderem in dem konflikt zwischen der sozialen anerkennung von forschern und dem wunsch nach wirtschaftlicher effizienz der forschung. the present article explores the concept of open science from a normative perspective as an ideal of social robust science and as a political goal, to invest research funds as effectively as possible. " [SEP]	1	1
" abstract : the theoretical basis for the wave optics will be introduced to the students. a large number of mainly qualitative diffraction experiments will be carried out using laser light. " [SEP]	1	1
" in diesem artikel wird eine umfassende ubersicht der aktuellen angebote in deutschland gegeben. der artikel gibt eine ubersicht uber die beratungs - und behandlungsprogramme fur cannabiskonsumenten und cannabisabhangige in deutschland. the article provides an overview of the counseling and treatment programs for cannabis consumers and cannabis dependents in germany. cannabis consumption in germany is widespread and increasing ( emcdda, 2012 ). an estimated 8 million germans are regular cannabis consumers. the majority of cannabis consumers use the drug on a recreational basis and do not develop a cannabis dependence. however, a minority of cannabis consumers become dependent on cannabis and require cannabis - specific treatment ( rehm et al., 2007 ; stephan et al., 2012 ). in germany, the demand for cannabis - specific treatment is increasing ( kroenke et al., 2013 ). " [SEP]	1	1
" die effektivitat einer solchen strategie ist jedoch in aller regel nur schwer abschatzbar. es existieren zahlreiche, nur unzureichend kompensierende probleme bei der erfassung der infektionsraten und - muster. besonders schwierig ist es, die infektion mit viren, die sich uber lange zeitraume in den wirtszellen verbergen, zu erkennen. die daraus resultierende unterschatzung der wahren infektionszahlen und die in der folge verbreiteten falschen eindammungsstrategien konnen die verbreitung von viren in der bevolkerung fordern. " [SEP]	1	1
" in der erkenntnis, dass es sich bei der bestandsaufnahme zu wohnraumen um ein nicht - reprasentatives material handelt, konzentrierte sich die untersuchung auf die wohnraumbestandteile und - verhaltnisse der erwerbsrentner und der beamten. " [SEP]	1	1
" die hno - arzte sind fur die schadigung der ohren zustandig, die oft durch larm oder die verwendung von schallgeraten hervorgerufen werden, aber auch durch erkrankungen wie eine chronische entzundung der mittelohrmembran oder der malleus - fortsatz ( malleus - infundibulum - otosklerose ). die nase wird bei infektionen und verletzungen durch sport und unfalle behandelt. " [SEP]	1	1
" der entwurf eines solchen models ist der schlussel zum nachweis, wie gut ein unternehmen digitalisiert und mobilisiert ist. " [SEP]	1	1
" die luftfeuchtigkeit ist eine wichtige parametergruppe fur das wetter, da sie fur die bildung von nebel und wolken ausschlaggebend ist. die luftfeuchtigkeit ist eine wichtige große fur die gesundheit des menschen. sie spielt bei der temperaturwahrnehmung eine rolle und wirkt mit auf die hautfeuchtigkeit und den atemwiderstand. auch fur die elektrizitatsleitfahigkeit der luft spielt die luftfeuchtigkeit eine rolle. # # großere und kleinere luftfeuchtigkeit das naturliche volumen des wassers in der atmosphare betragt 0, 002 % ( 2 g / m³ ). das volumen des wassers in der atmosphare wird durch das volumen der trockenen luft bestimmt. die luftfeuchtigkeit betragt dann die halfte des volumens, also ca. 0, 001 %. dieses volumen des wassers in der atmosphare ist fur die bildung von wolken und nebeln wichtig. # # berechnung der luftfeuchtigkeit die luftfeuchtigkeit kann man mit hilfe eines hygrometers bestimmen. hygrometer zeichnen sich durch ihre empfindlichkeit und die kategorisierung des luftfeuchtigkeitswertes aus. " [SEP]	1	1
" * finanz - marketing es gibt in den unternehmen zwischen marketing und finanzbereichen spannungen. " [SEP]	1	1
" das material ist gleichzeitig auch das, worauf die bibliothekswissenschaft beruht. daher konnen wir soziologische ergebnisse nicht von den bibliothekswissenschaften trennen. sie gehoren einander wie zwei seiten eines geldstuckes. wir konnen aber die bibliothekswissenschaft von der soziologie trennen. die soziologie ist eine wissenschaft von den gesellschaftlichen zusammenhangen, die bibliothekswissenschaft eine wissenschaft von den buchern, die in den bibliotheken gesammelt sind. die bibliothekswissenschaft ist eine spezifisch wissenschaftliche tatigkeit, die sich aus dem unspezifischen tatbestand der bucher herleitet, aus der tatsache, daß es bucher gibt, aus der tatsache, daß die bucher gesammelt werden. insofern die bibliothekswissenschaft eine wissenschaft der bucher ist, ist sie in der bibliotheksgeschichte begrundet, und zwar in dem maße, in dem sie sich mit den buchern und mit den veranderungen der bucher befaßt. wir konnen also nicht behaupten, daß die bibliothekswissenschaft die soziologie als methode benutzt und angewendet hat. denn der methode der soziologie bedarf es nicht, um sich mit den buchern zu befassen. die bibliothekswissenschaft kann die soziologie als methode benutzen, aber die soziologie kann sie nicht benutzen, denn sie ist die methode der bucherwissenschaft. " [SEP]	1	1
" das sei nur so etwas. aber : „ wir haben einen entwurf fur ein gesetz uber die stellung des ungeborenen lebens vor der abtreibung ausgearbeitet, der den zielen der christlichen und nichtchristlichen kirchen entspricht, und wir haben ihn in die gesetzgebung eingebracht. daher konnen wir auch sagen, dass wir mit der arbeit, die wir gemeinsam geleistet haben, zu unserer verantwortung beitragen, dass wir auf dem gebiet der stellung des ungeborenen lebens vor der abtreibung eine gute gesetzgebung erreicht haben “ ( bundestag, 25. juni 1992 ). " [SEP]	1	1
" die studie war teil des national institutes of health, nih, united states, und wurde an der northwestern university in evanston, illinois, durchgefuhrt. die studie beinhaltete 9. 361 patienten mit hoherem risiko fur herz - kreislauf - erkrankungen und verlangerte die lebensdauer der patienten. 15 % der patienten wurden auf einen blutdruck von 120 / 80 mmhg reduziert und die restlichen 85 % auf ein ziel von 140 / 90 mmhg. die gruppe, die auf einen blutdruck von 120 / 80 mmhg reduziert wurde, lebten 25 % langer als die gruppe mit dem ziel von 140 / 90 mmhg. " [SEP]	1	1
